,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_4,xmeas_6,xmeas_8,xmeas_9,xmeas_10,xmeas_18,xmeas_19,xmeas_21,xmeas_22,xmeas_24,xmeas_25,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_38,xmeas_39,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_9,xmv_10,xmv_11
4140263,1,415,264,0.84874,3644.8,8.6244,42.431,74.97,120.4,0.32613,67.458,256.68,94.598,77.221,9.0018,26.306,19.511,1.6974,32.155,13.982,23.101,19.419,2.2905,4.8318,2.2797,0.89428,0.11472,44.127,63.845,53.35,83.566,57.294,20.032,39.111,55.403,39.988,19.046
4140289,1,415,290,0.8103,3698.2,8.9783,42.199,74.354,120.42,0.31871,68.884,297.63,94.46,77.002,8.9801,25.763,19.207,1.6976,33.255,14.008,23.64,19.438,2.3538,4.8588,2.2721,0.85107,0.10638,43.922,63.291,53.793,79.373,58.37,22.411,37.91,67.256,42.514,19.45
4140314,1,415,315,0.74858,3648.5,8.8377,42.592,75.409,120.39,0.3372,68.542,287.26,94.655,77.289,8.8263,26.332,17.853,1.7507,33.165,13.566,24.255,18.35,2.3229,4.8563,2.3647,0.79065,0.11474,44.215,62.456,53.525,73.491,59.459,23.111,39.367,64.103,41.031,19.032
4140317,1,415,318,0.71911,3681.9,8.7988,42.295,75.145,120.44,0.29082,68.366,282.86,94.346,77.471,8.903,26.177,18.321,1.7346,33.285,13.678,24.1,17.955,2.2962,4.7998,2.3053,0.79351,0.094163,44.455,63.037,55.19,71.136,59.334,23.122,34.896,62.853,40.662,16.614
4140331,1,415,332,0.7121,3647.3,8.6849,42.391,74.909,120.37,0.30486,67.598,265.06,94.589,77.107,8.9308,26.554,18.427,1.6922,33.059,13.735,24.548,18.414,2.2651,4.6927,2.3126,0.82482,0.10543,43.872,63.025,54.14,69.881,55.765,22.268,36.074,56.955,40.046,17.26
4140332,1,415,333,0.759,3664.6,8.7559,42.327,75.352,120.44,0.30382,67.606,261.4,94.701,77.568,8.9987,26.793,18.316,1.7048,33.068,13.723,23.873,18.464,2.3118,4.7097,2.297,0.82482,0.10543,43.872,62.847,54.462,74.154,56.646,22.492,36.729,56.737,42.109,17.911
4140358,1,415,359,0.76481,3669.4,8.7725,42.672,74.956,120.4,0.32167,67.349,253.03,94.986,76.963,9.0662,26.172,19.178,1.7648,32.034,13.781,24.004,19.033,2.3167,4.9341,2.3333,0.86901,0.091073,44.163,62.945,53.749,75.357,57.702,20.97,39.217,55.101,40.511,17.236
4140378,1,415,379,0.78715,3721.8,8.8983,42.08,74.624,120.39,0.30535,67.894,273.45,94.414,77.334,8.6711,26.358,18.366,1.7394,32.653,13.815,24.295,18.698,2.278,4.8388,2.2586,0.87115,0.096573,43.986,63.84,53.397,77.581,59.499,22.142,36.392,60.05,40.953,17.926
4140399,1,415,400,0.76141,3684.2,8.794,42.422,75.203,120.38,0.34841,68.078,272.4,94.487,77.224,8.8534,26.738,18.974,1.6955,33.239,13.937,24.288,18.411,2.3244,4.9415,2.3559,0.81616,0.096891,44.068,63.106,53.607,74.819,59.234,22.113,40.891,60.65,40.949,18.751
4140414,1,415,415,0.72915,3630.1,8.5959,42.641,75.417,120.38,0.31192,67.998,268.05,94.552,77.136,8.8631,26.567,18.618,1.7169,32.885,13.716,24.182,18.513,2.3477,4.9181,2.3095,0.83272,0.094871,42.99,63.715,53.905,71.94,58.291,22.518,36.988,58.757,41.156,20.129
4140432,1,415,433,0.73677,3666.2,8.7109,42.39,75.029,120.38,0.32,67.766,259.59,94.705,76.795,8.9093,26.58,18.993,1.7462,33.522,13.814,23.597,18.742,2.341,4.7989,2.3497,0.83199,0.10188,42.945,63.611,53.724,72.796,59.096,22.191,37.426,57.346,40.785,17.412
4140445,1,415,446,0.77175,3662.9,8.8713,42.262,75.125,120.39,0.32777,67.598,261.35,94.465,77.078,8.8938,26.288,18.937,1.6997,33.089,13.845,24.125,18.893,2.3365,4.8408,2.2943,0.83107,0.11566,42.797,64.525,53.578,75.782,58.38,22.293,39.165,56.549,41.405,17.599
4140455,1,415,456,0.71173,3638.1,8.8337,42.346,74.184,120.42,0.29128,67.546,259.45,94.819,77.773,8.9384,25.942,18.767,1.7242,33.171,13.813,24.094,18.609,2.3725,4.8762,2.2386,0.82133,0.11104,44.099,61.467,54.237,70.034,57.283,22.657,35.218,56.463,41.369,16.492
4140460,1,415,461,0.7917,3745.6,8.6846,42.482,74.753,120.39,0.2998,67.534,261.9,94.33,77.688,8.9599,26.336,18.566,1.7236,33.411,13.6,24.012,18.827,2.2749,4.8394,2.2544,0.84766,0.076088,44.457,64.267,53.421,77.885,58.644,22.516,35.503,55.982,41.848,15.299
4140482,1,415,483,0.79235,3679.7,8.7684,42.191,76.053,120.41,0.30829,67.607,256.95,94.741,77.171,8.7372,26.245,19.267,1.7033,32.814,13.952,23.558,18.407,2.3412,4.8773,2.2763,0.85469,0.10435,43.222,63.524,54.1,77.687,57.423,21.532,37.504,56.088,41.464,18.192
4140489,1,415,490,0.81176,3691.3,8.7772,42.307,75.061,120.41,0.3312,67.672,260.9,94.697,77.166,9.0871,26.143,18.845,1.7343,32.525,13.942,23.554,18.683,2.3547,4.9179,2.2565,0.85669,0.10602,43.671,62.449,53.351,79.749,56.724,21.502,39.112,57.008,40.767,17.593
4140498,1,415,499,0.79587,3627.3,8.9155,42.528,74.975,120.44,0.33304,67.869,264.22,94.702,77.476,8.7464,25.87,18.877,1.6912,32.925,13.986,23.673,18.74,2.3484,4.9063,2.3704,0.86306,0.097886,43.387,62.932,53.307,78.109,57.528,22.163,39.834,58.298,41.04,17.955
4140499,1,415,500,0.79536,3625.1,8.8913,42.252,74.672,120.4,0.33568,67.892,263.13,94.625,77.359,8.7464,25.87,18.877,1.6912,32.925,13.986,23.673,18.74,2.3484,4.9063,2.3704,0.86306,0.097886,43.387,62.971,52.832,78.159,58.989,21.703,39.512,58.526,40.416,18.548
4140750,2,415,251,0.27636,3702.9,9.665,42.806,74.045,120.44,0.6938,62.897,131.01,94.445,79.258,8.7595,27.014,19.408,1.0453,33.671,13.7,24.886,18.597,1.4761,4.9938,2.4717,0.84211,0.070766,44.279,63.425,55.852,27.344,63.385,22.021,82.598,25.108,41.81,18.421
4140761,2,415,262,0.2384,3722.7,9.5517,42.613,75.631,120.42,0.69193,62.885,131.29,94.186,79.468,8.7879,26.961,18.553,1.0714,32.848,13.712,24.883,18.89,1.4285,5.0821,2.5187,0.82783,0.071414,44.315,64.115,56.222,22.959,63.512,21.81,82.827,24.848,42.254,16.88
4140763,2,415,264,0.2999,3699.5,9.5573,42.857,75.154,120.39,0.70785,62.984,132.34,94.172,79.174,8.8464,27.033,18.953,1.0261,32.928,13.702,24.012,18.685,1.3952,5.0102,2.3882,0.82783,0.071414,44.315,64.786,56.118,29.577,63.406,20.718,84.128,24.708,41.038,17.706
4140789,2,415,290,0.33282,3731.8,9.6425,42.44,75.096,120.42,0.68114,63.003,130.39,94.478,78.593,8.9227,26.473,19.434,1.0155,32.582,13.818,24.712,19.754,1.4344,5.1014,2.3921,0.853,0.06774,43.903,63.87,56.042,32.404,62.725,20.478,82.028,24.485,42.431,18.357
4140814,2,415,315,0.31348,3674.0,9.6427,42.967,75.051,120.39,0.70628,63.592,144.92,94.519,79.142,8.8336,26.47,18.295,1.0712,32.726,13.5,24.413,19.069,1.4164,5.185,2.5301,0.84179,0.077784,44.056,62.894,54.874,30.691,64.741,21.045,83.973,28.063,41.378,17.818
4140817,2,415,318,0.2803,3708.3,9.6299,42.688,74.702,120.45,0.66089,63.569,145.1,94.169,79.384,8.9091,26.307,18.716,1.0555,32.937,13.614,24.237,18.612,1.3912,5.1237,2.4698,0.83584,0.056418,44.322,63.491,56.55,27.971,64.788,21.308,79.331,28.13,41.071,15.372
4140831,2,415,332,0.23387,3682.0,9.5975,42.822,74.402,120.37,0.67393,63.255,141.49,94.272,79.078,8.9151,26.811,18.43,1.0076,33.272,13.655,24.81,18.519,1.3536,4.9646,2.4591,0.82336,0.06468,43.867,63.623,55.818,22.838,61.75,21.682,79.67,26.532,40.788,15.946
4140832,2,415,333,0.27487,3700.6,9.67,42.755,74.864,120.44,0.67199,63.278,138.36,94.379,79.547,8.9797,27.087,18.266,1.0185,33.335,13.638,24.188,18.493,1.3976,4.9695,2.4378,0.82336,0.06468,43.867,63.466,56.207,26.53,62.64,21.986,80.205,26.49,42.849,16.614
4140858,2,415,359,0.25099,3710.7,9.5888,43.004,75.222,120.39,0.67874,62.309,113.58,94.769,78.632,9.0518,26.914,18.926,1.0609,32.117,13.69,25.02,18.703,1.3727,5.1222,2.4366,0.83686,0.04827,44.239,63.655,56.071,24.813,63.054,20.83,81.718,21.486,40.956,16.056
4140878,2,415,379,0.30972,3755.0,9.6415,42.375,74.927,120.39,0.66543,62.495,122.74,94.318,78.994,8.7197,26.981,18.453,1.0385,32.222,13.806,25.2,18.84,1.3349,5.0517,2.3673,0.87837,0.056122,43.956,64.412,55.421,30.617,64.373,20.98,79.645,23.013,41.181,16.788
4140899,2,415,400,0.30458,3714.3,9.5859,42.772,75.096,120.38,0.71588,63.171,135.2,94.346,78.971,8.9319,27.138,19.164,0.99537,32.854,13.982,24.841,18.739,1.3856,5.1926,2.4842,0.84085,0.056963,43.992,63.625,55.316,29.88,64.429,20.785,85.139,26.418,41.28,17.588
4140914,2,415,415,0.25794,3664.2,9.4368,43.029,75.187,120.38,0.68457,63.475,142.22,94.332,78.925,8.934,26.95,18.646,1.0138,32.812,13.76,24.673,18.62,1.4056,5.1628,2.4383,0.84161,0.054056,42.953,64.302,55.7,25.588,63.807,21.688,81.262,27.239,41.667,18.955
4140932,2,415,433,0.24656,3704.4,9.559,42.772,74.945,120.37,0.69323,63.249,133.58,94.455,78.558,8.9646,27.099,18.864,1.0371,33.584,13.835,24.279,18.613,1.3912,5.0122,2.4644,0.81571,0.059437,42.975,64.267,55.766,24.575,64.657,21.77,81.541,26.054,41.331,16.222
4140945,2,415,446,0.27975,3701.1,9.6943,42.621,75.192,120.39,0.70059,62.777,127.51,94.251,78.827,8.9483,26.878,18.811,0.98679,33.066,13.861,24.929,18.755,1.3814,5.0416,2.4014,0.81463,0.073309,42.823,65.183,55.704,27.385,63.776,21.806,83.257,23.748,41.889,16.418
4140955,2,415,456,0.22456,3675.5,9.638,42.689,74.306,120.42,0.66401,62.546,119.37,94.64,79.536,8.9976,26.542,18.699,1.0099,33.031,13.832,24.923,18.547,1.4148,5.0836,2.3477,0.81386,0.068918,44.101,62.111,56.345,22.112,62.556,21.987,79.488,22.454,41.769,15.323
4140960,2,415,461,0.30867,3781.9,9.4837,42.824,74.87,120.39,0.67311,62.417,119.75,94.152,79.476,9.0237,26.919,18.54,1.0098,33.213,13.624,24.824,18.825,1.3172,5.0506,2.3649,0.84498,0.034266,44.448,64.891,55.495,30.37,63.885,21.738,79.928,21.559,42.251,14.136
4140982,2,415,483,0.32155,3714.7,9.5759,42.55,76.048,120.4,0.68205,62.52,115.66,94.573,78.907,8.8003,26.777,19.309,0.9836,32.559,13.977,24.29,18.517,1.3752,5.1081,2.3964,0.8643,0.062397,43.189,64.126,56.052,31.375,62.719,20.568,82.432,21.932,41.838,17.024
4140989,2,415,490,0.34081,3726.7,9.5917,42.673,75.025,120.41,0.70514,62.691,122.75,94.51,78.928,9.1468,26.674,18.874,1.0131,32.303,13.963,24.279,18.775,1.3866,5.1473,2.3761,0.86598,0.063759,43.639,63.058,55.306,33.422,62.066,20.604,84.056,23.303,41.211,16.409
4140998,2,415,499,0.32291,3663.5,9.7341,42.896,74.936,120.44,0.70744,63.046,130.07,94.496,79.271,8.8001,26.406,18.871,0.96794,32.766,14.001,24.407,18.782,1.3792,5.1283,2.4871,0.86807,0.055538,43.366,63.555,55.296,31.585,62.896,21.371,84.632,25.126,41.507,16.762
4140999,2,415,500,0.3224,3661.3,9.7096,42.621,74.637,120.4,0.71023,63.084,129.41,94.414,79.142,8.8001,26.406,18.871,0.96794,32.766,14.001,24.407,18.782,1.3792,5.1283,2.4871,0.86807,0.055538,43.366,63.594,54.821,31.635,64.355,20.92,84.292,25.406,40.915,17.367
4141250,3,415,251,0.24573,3668.6,9.3742,42.467,74.006,120.44,0.32206,66.043,243.85,94.602,77.273,8.8491,26.657,19.313,1.6538,33.76,13.911,24.429,18.389,2.2873,4.7061,2.3243,0.83587,0.10619,44.322,62.834,53.962,24.33,61.479,23.289,38.104,50.913,41.455,19.79
4141261,3,415,262,0.20866,3689.4,9.2694,42.286,75.573,120.42,0.32811,66.034,244.68,94.329,77.5,8.8809,26.586,18.457,1.688,32.953,13.932,24.4,18.681,2.2513,4.7883,2.368,0.82189,0.1073,44.355,63.542,54.373,20.033,61.66,23.056,39.185,50.736,41.912,18.248
4141263,3,415,264,0.27009,3666.4,9.2774,42.53,75.089,120.39,0.34577,66.138,245.49,94.321,77.232,8.9388,26.655,18.856,1.6441,33.031,13.92,23.521,18.476,2.2195,4.7233,2.2412,0.82189,0.1073,44.355,64.216,54.276,26.645,61.571,21.967,40.6,50.638,40.679,19.038
4141289,3,415,290,0.30369,3701.5,9.3765,42.135,75.044,120.42,0.33456,66.157,242.51,94.596,76.763,8.998,26.071,19.346,1.6474,32.711,14.015,24.187,19.557,2.2802,4.81,2.2436,0.8452,0.10454,43.942,63.348,54.296,29.538,60.981,21.641,40.125,50.15,42.18,19.659
4141314,3,415,315,0.28365,3644.7,9.3862,42.672,75.004,120.39,0.36664,66.559,251.87,94.635,77.347,8.8723,26.038,18.242,1.7127,32.868,13.641,23.835,18.927,2.2752,4.9096,2.39,0.83691,0.11458,44.09,62.391,53.167,27.757,63.059,22.068,43.199,53.101,41.094,19.071
4141317,3,415,318,0.25026,3679.2,9.3743,42.395,74.658,120.45,0.32097,66.528,251.81,94.293,77.56,8.9436,25.876,18.664,1.6963,33.082,13.748,23.658,18.473,2.2486,4.8509,2.3307,0.83161,0.093157,44.356,62.991,54.845,25.016,63.112,22.323,38.663,53.116,40.783,16.636
4141331,3,415,332,0.20084,3653.7,9.341,42.527,74.387,120.37,0.33298,66.216,248.22,94.392,77.25,8.9201,26.391,18.37,1.6463,33.45,13.743,24.245,18.371,2.2081,4.6994,2.3236,0.81924,0.10127,43.903,63.135,54.151,19.589,60.069,22.705,39.115,51.185,40.502,17.214
4141332,3,415,333,0.24132,3672.4,9.4137,42.46,74.85,120.44,0.33096,66.234,245.11,94.496,77.708,8.9804,26.669,18.205,1.6573,33.514,13.721,23.626,18.342,2.2524,4.7073,2.3041,0.81924,0.10127,43.903,62.98,54.546,23.23,60.96,23.006,39.628,51.118,42.583,17.865
4141358,3,415,359,0.22011,3681.6,9.3186,42.698,75.261,120.4,0.33675,65.337,219.54,94.89,76.877,9.0189,26.512,18.917,1.7042,32.228,13.716,24.496,18.623,2.2331,4.8636,2.3037,0.83172,0.085795,44.27,63.153,54.41,21.776,61.281,21.639,40.721,44.885,40.691,17.319
4141378,3,415,379,0.28497,3724.8,9.3696,42.073,74.94,120.39,0.32091,65.377,224.69,94.453,77.192,8.6685,26.55,18.494,1.684,32.294,13.803,24.629,18.837,2.2006,4.8127,2.244,0.87763,0.094451,43.972,63.892,53.677,28.183,62.589,21.648,38.42,45.697,40.867,18.072
4141399,3,415,400,0.27787,3684.6,9.3275,42.477,75.053,120.38,0.36907,65.97,235.14,94.462,77.204,8.8673,26.684,19.192,1.6453,32.998,13.961,24.229,18.721,2.2578,4.9515,2.3612,0.84345,0.095426,44.006,63.112,53.547,27.254,62.734,21.548,43.529,49.319,41.014,18.828
4141414,3,415,415,0.22545,3634.9,9.1822,42.727,75.155,120.38,0.33337,66.27,242.24,94.439,77.17,8.8587,26.513,18.636,1.6647,33.016,13.723,24.082,18.55,2.2796,4.9125,2.3118,0.84266,0.091942,42.981,63.797,53.971,22.391,62.137,22.585,39.425,50.451,41.421,20.153
4141432,3,415,433,0.20993,3675.1,9.2929,42.457,74.974,120.38,0.33833,66.055,234.22,94.577,76.787,8.8859,26.685,18.842,1.6891,33.785,13.791,23.725,18.519,2.2646,4.7614,2.3374,0.81449,0.097315,43.011,63.764,54.073,20.972,62.912,22.693,39.335,49.126,41.065,17.453
4141445,3,415,446,0.24429,3671.3,9.4182,42.299,75.248,120.39,0.34422,65.636,228.87,94.386,77.017,8.8729,26.464,18.811,1.6411,33.22,13.819,24.378,18.69,2.2567,4.7967,2.2768,0.81467,0.11148,42.853,64.669,53.995,23.897,61.965,22.632,40.933,46.542,41.586,17.675
4141455,3,415,456,0.19175,3644.7,9.358,42.369,74.353,120.42,0.3074,65.405,221.33,94.783,77.686,8.9273,26.116,18.723,1.6662,33.149,13.798,24.361,18.517,2.293,4.8386,2.2225,0.81474,0.10761,44.125,61.581,54.604,18.884,60.72,22.716,37.079,45.119,41.444,16.591
4141460,3,415,461,0.27758,3750.9,9.203,42.504,74.909,120.39,0.3164,65.317,221.93,94.303,77.6,8.9557,26.485,18.578,1.6666,33.313,13.593,24.249,18.815,2.1968,4.8093,2.241,0.84679,0.073048,44.467,64.358,53.729,27.312,62.044,22.435,37.471,44.198,41.908,15.407
4141482,3,415,483,0.29398,3683.0,9.3052,42.238,76.017,120.41,0.3272,65.438,218.63,94.705,77.13,8.7426,26.306,19.36,1.648,32.662,13.964,23.659,18.53,2.2668,4.8653,2.2719,0.86665,0.10187,43.201,63.581,54.22,28.663,60.944,21.262,39.821,44.807,41.548,18.273
4141489,3,415,490,0.31291,3695.1,9.3251,42.364,74.983,120.41,0.35049,65.597,225.5,94.639,77.136,9.0902,26.197,18.916,1.6787,32.423,13.953,23.638,18.777,2.2803,4.9044,2.2521,0.86805,0.10341,43.653,62.515,53.469,30.678,60.318,21.335,41.428,46.369,40.903,17.67
4141498,3,415,499,0.29269,3632.5,9.4731,42.592,74.885,120.44,0.35249,65.914,232.37,94.621,77.451,8.7441,25.93,18.891,1.6345,32.923,13.992,23.76,18.754,2.2729,4.8858,2.364,0.86921,0.094862,43.385,63.02,53.469,28.612,61.185,22.176,42.083,48.424,41.223,18.023
4141499,3,415,500,0.29218,3630.2,9.4495,42.316,74.583,120.4,0.35518,65.948,231.66,94.541,77.334,8.7441,25.93,18.891,1.6345,32.923,13.992,23.76,18.754,2.2729,4.8858,2.364,0.86921,0.094862,43.385,63.059,52.994,28.662,62.65,21.738,41.756,48.729,40.613,18.614
4141750,4,415,251,0.24605,3668.6,9.3741,42.468,74.003,120.43,0.32222,66.04,243.74,94.615,77.273,8.8496,26.655,19.316,1.6538,33.756,13.912,24.427,18.393,2.2874,4.7066,2.3245,0.83619,0.10621,44.321,62.833,53.96,24.362,61.479,23.277,38.128,50.885,44.883,19.79
4141761,4,415,262,0.20893,3689.4,9.2698,42.285,75.571,120.43,0.32826,66.034,244.66,94.414,77.501,8.8811,26.584,18.459,1.688,32.951,13.932,24.397,18.684,2.2514,4.7886,2.3682,0.82211,0.10731,44.354,63.542,54.371,20.059,61.662,23.054,39.204,50.734,45.721,18.248
4141763,4,415,264,0.27032,3666.4,9.2778,42.529,75.087,120.4,0.34593,66.139,245.48,94.393,77.235,8.9389,26.653,18.858,1.6441,33.031,13.92,23.518,18.478,2.2195,4.7236,2.2414,0.82211,0.10731,44.354,64.216,54.274,26.668,61.572,21.965,40.62,50.64,44.647,19.036
4141789,4,415,290,0.30347,3701.5,9.3775,42.137,75.04,120.41,0.3346,66.16,242.55,94.6,76.764,8.9975,26.072,19.345,1.6473,32.714,14.014,24.187,19.555,2.28,4.8098,2.2435,0.84503,0.10453,43.943,63.348,54.299,29.517,60.989,21.642,40.128,50.162,45.436,19.656
4141814,4,415,315,0.28365,3644.7,9.3861,42.671,75.005,120.39,0.36666,66.556,251.77,94.709,77.346,8.8721,26.039,18.242,1.7126,32.866,13.64,23.837,18.928,2.2751,4.9097,2.3901,0.8369,0.11458,44.09,62.391,53.168,27.757,63.058,22.066,43.203,53.074,44.487,19.07
4141817,4,415,318,0.25029,3679.2,9.3738,42.392,74.661,120.46,0.32098,66.525,251.7,94.376,77.562,8.9435,25.876,18.665,1.6962,33.08,13.748,23.659,18.475,2.2486,4.8511,2.3308,0.83165,0.093156,44.356,62.99,54.845,25.019,63.107,22.321,38.666,53.089,44.689,16.634
4141831,4,415,332,0.20101,3653.6,9.3404,42.526,74.39,120.39,0.33299,66.213,248.14,94.431,77.251,8.9199,26.391,18.372,1.6462,33.448,13.743,24.244,18.374,2.2081,4.6995,2.3237,0.81937,0.10127,43.903,63.135,54.15,19.605,60.064,22.702,39.119,51.164,44.631,17.214
4141832,4,415,333,0.24149,3672.3,9.414,42.461,74.846,120.43,0.33097,66.232,245.02,94.522,77.708,8.9802,26.669,18.207,1.6573,33.513,13.721,23.625,18.345,2.2524,4.7076,2.3042,0.81937,0.10127,43.903,62.979,54.544,23.247,60.963,22.998,39.631,51.098,45.882,17.863
4141858,4,415,359,0.22005,3681.5,9.3189,42.701,75.259,120.39,0.33672,65.337,219.57,94.866,76.875,9.0185,26.512,18.916,1.7041,32.229,13.715,24.495,18.622,2.233,4.8635,2.3036,0.83174,0.085789,44.27,63.153,54.41,21.77,61.285,21.638,40.717,44.89,44.154,17.319
4141878,4,415,379,0.28489,3724.9,9.369,42.071,74.945,120.41,0.3209,65.379,224.69,94.501,77.192,8.6684,26.55,18.494,1.684,32.294,13.802,24.629,18.835,2.2005,4.8133,2.2444,0.87756,0.094444,43.972,63.894,53.677,28.175,62.584,21.653,38.418,45.7,45.187,18.074
4141899,4,415,400,0.27788,3684.6,9.3273,42.476,75.054,120.38,0.36901,65.97,235.08,94.521,77.205,8.8673,26.684,19.193,1.6453,32.997,13.961,24.229,18.721,2.2578,4.9518,2.3613,0.84349,0.095428,44.006,63.112,53.547,27.254,62.733,21.546,43.524,49.305,44.706,18.828
4141914,4,415,415,0.22555,3634.8,9.1819,42.726,75.155,120.39,0.33333,66.269,242.21,94.468,77.17,8.8587,26.512,18.637,1.6647,33.015,13.723,24.082,18.552,2.2796,4.9126,2.3118,0.84271,0.091943,42.981,63.796,53.969,22.402,62.135,22.582,39.422,50.443,45.182,20.153
4141932,4,415,433,0.20999,3675.1,9.2931,42.46,74.972,120.37,0.33832,66.055,234.24,94.537,76.787,8.8859,26.685,18.842,1.689,33.785,13.791,23.725,18.52,2.2646,4.7613,2.3373,0.81453,0.097315,43.011,63.763,54.072,20.977,62.915,22.688,39.334,49.13,44.626,17.452
4141945,4,415,446,0.24426,3671.3,9.4181,42.299,75.248,120.4,0.34419,65.639,228.9,94.402,77.019,8.8729,26.463,18.811,1.6411,33.221,13.82,24.377,18.69,2.2568,4.7967,2.2768,0.81467,0.11148,42.853,64.669,53.995,23.893,61.965,22.632,40.931,46.551,45.532,17.674
4141955,4,415,456,0.19167,3644.7,9.3584,42.37,74.351,120.41,0.30737,65.406,221.37,94.806,77.685,8.9273,26.116,18.722,1.6661,33.15,13.797,24.361,18.515,2.2929,4.8381,2.2222,0.81465,0.10761,44.125,61.581,54.605,18.877,60.723,22.717,37.075,45.128,44.822,16.591
4141960,4,415,461,0.27749,3750.9,9.2025,42.505,74.912,120.41,0.31637,65.318,221.96,94.297,77.601,8.9557,26.486,18.577,1.6666,33.314,13.593,24.249,18.814,2.1967,4.8092,2.241,0.84673,0.073045,44.467,64.358,53.729,27.303,62.041,22.436,37.468,44.205,46.043,15.407
4141982,4,415,483,0.29395,3683.0,9.3051,42.241,76.016,120.4,0.32718,65.438,218.59,94.661,77.131,8.7427,26.306,19.36,1.648,32.662,13.964,23.66,18.53,2.2668,4.8653,2.2719,0.8667,0.10187,43.201,63.581,54.221,28.66,60.945,21.256,39.819,44.8,45.095,18.272
4141989,4,415,490,0.31292,3695.1,9.3251,42.364,74.983,120.4,0.35047,65.596,225.48,94.682,77.136,9.0903,26.198,18.916,1.6787,32.423,13.953,23.639,18.777,2.2802,4.9043,2.252,0.86807,0.10341,43.653,62.515,53.469,30.679,60.318,21.335,41.426,46.363,44.471,17.67
4141998,4,415,499,0.29274,3632.4,9.4733,42.592,74.883,120.43,0.35248,65.913,232.35,94.658,77.45,8.7442,25.931,18.891,1.6345,32.923,13.992,23.76,18.755,2.2729,4.8858,2.3639,0.86922,0.094863,43.385,63.02,53.469,28.616,61.186,22.173,42.083,48.418,44.617,18.022
4141999,4,415,500,0.29223,3630.2,9.4491,42.316,74.585,120.41,0.35517,65.947,231.64,94.576,77.336,8.7442,25.931,18.891,1.6345,32.923,13.992,23.76,18.755,2.2729,4.8858,2.3639,0.86922,0.094863,43.385,63.059,52.993,28.667,62.647,21.738,41.756,48.724,44.566,18.614
4142250,5,415,251,0.25246,3668.2,9.4349,42.526,73.712,120.44,0.3287,66.111,246.52,94.583,77.312,8.842,26.631,19.304,1.6552,33.79,13.909,24.364,18.408,2.2917,4.7201,2.3295,0.83927,0.10595,44.264,62.827,53.781,24.993,61.877,23.335,38.818,51.614,41.515,22.59
4142261,5,415,262,0.19993,3692.9,9.3283,42.335,75.435,120.42,0.33147,66.099,248.49,94.271,77.481,8.853,26.671,18.292,1.6845,33.162,13.901,24.499,18.461,2.2474,4.7642,2.3576,0.81207,0.10655,44.358,63.603,54.424,19.175,62.046,23.603,39.328,51.603,42.028,21.065
4142263,5,415,264,0.25857,3670.3,9.3334,42.568,74.982,120.39,0.34842,66.164,249.2,94.274,77.253,8.9068,26.761,18.672,1.6398,33.249,13.882,23.648,18.225,2.2147,4.7029,2.2333,0.81207,0.10655,44.358,64.284,54.369,25.512,61.937,22.594,40.629,51.426,40.798,21.812
4142289,5,415,290,0.29704,3703.4,9.3367,42.094,75.307,120.42,0.33198,65.789,232.93,94.66,76.761,8.9831,26.244,19.276,1.6414,32.653,13.988,24.47,19.427,2.2692,4.7743,2.2258,0.8386,0.10473,43.968,63.38,54.51,28.884,60.718,21.75,39.819,47.543,42.026,22.54
4142314,5,415,315,0.30228,3641.5,9.3685,42.669,74.942,120.4,0.36798,66.292,244.76,94.703,77.351,8.8837,25.976,18.387,1.7129,32.686,13.655,23.765,19.133,2.2754,4.9224,2.3946,0.85659,0.11597,44.047,62.336,53.018,29.589,62.944,21.658,43.543,51.272,40.942,21.878
4142317,5,415,318,0.26856,3676.1,9.3665,42.403,74.55,120.45,0.32286,66.32,246.53,94.36,77.522,8.9545,25.804,18.804,1.6967,32.922,13.761,23.567,18.676,2.2495,4.8658,2.3366,0.85103,0.094389,44.313,62.937,54.687,26.816,63.062,21.944,39.023,51.78,40.621,19.446
4142331,5,415,332,0.20895,3653.2,9.3683,42.554,74.202,120.37,0.33517,66.272,250.65,94.399,77.278,8.919,26.311,18.4,1.646,33.5,13.747,24.116,18.428,2.2093,4.7092,2.3302,0.82689,0.10152,43.897,63.128,54.048,20.386,60.248,22.72,39.343,51.856,40.469,19.988
4142332,5,415,333,0.24717,3672.3,9.4432,42.492,74.662,120.44,0.33294,66.297,248.03,94.5,77.685,8.9768,26.595,18.217,1.6568,33.59,13.722,23.501,18.371,2.2533,4.7192,2.3123,0.82689,0.10152,43.897,62.979,54.463,23.806,61.154,23.039,39.818,51.904,42.584,20.62
4142358,5,415,359,0.20861,3683.9,9.3231,42.693,75.33,120.4,0.33553,65.438,222.22,94.885,76.96,9.0066,26.558,18.827,1.7006,32.362,13.699,24.56,18.486,2.2273,4.8411,2.2942,0.82068,0.085009,44.313,63.195,54.55,20.645,61.309,21.928,40.479,45.514,40.691,20.124
