,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_4,xmeas_6,xmeas_8,xmeas_9,xmeas_10,xmeas_18,xmeas_19,xmeas_21,xmeas_22,xmeas_24,xmeas_25,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_38,xmeas_39,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_9,xmv_10,xmv_11
4046817,14,405,318,0.26885,3602.6,9.326,42.542,75.241,120.55,0.3476,65.762,227.92,96.52,77.531,8.9756,26.23,18.56,1.6033,33.118,13.807,23.822,18.673,2.2711,4.8034,2.3366,0.82726,0.10328,42.234,63.08,54.519,26.339,65.042,21.971,40.489,46.988,45.118,19.393
4046822,14,405,323,0.22975,3617.0,9.3639,42.253,75.706,120.75,0.34785,65.639,225.21,93.736,77.46,8.8114,26.605,18.762,1.6656,32.75,13.873,23.848,18.564,2.266,4.7835,2.243,0.82121,0.10657,44.181,62.875,53.533,22.818,62.254,22.266,41.62,46.694,51.592,18.615
4046827,14,405,328,0.25321,3693.4,9.3901,42.49,76.209,120.27,0.32229,65.521,224.75,92.678,77.599,8.8892,26.58,18.949,1.6387,32.75,13.824,23.835,18.198,2.2205,4.7951,2.3576,0.83695,0.10321,44.415,63.508,54.421,24.711,62.653,22.274,38.977,45.89,36.477,17.804
4046840,14,405,341,0.25917,3713.5,9.4382,42.398,74.97,120.59,0.33068,65.416,222.8,92.642,77.364,8.7309,26.397,18.628,1.6422,32.655,13.755,24.28,18.0,2.2437,4.8443,2.4223,0.83991,0.092447,42.88,63.1,53.693,25.326,61.475,22.476,39.256,45.781,46.196,17.511
4046842,14,405,343,0.17594,3677.7,9.3681,42.364,74.992,120.77,0.32954,65.505,224.15,93.361,77.857,8.8951,26.821,19.144,1.6426,32.875,13.667,24.333,18.508,2.2792,4.8708,2.2087,0.83991,0.092447,42.88,64.018,54.589,17.152,61.33,22.824,39.145,45.926,51.458,16.698
4046847,14,405,348,0.25339,3661.0,9.5121,42.268,75.673,120.26,0.33244,65.455,224.54,92.769,77.155,8.9737,26.727,18.556,1.6333,33.079,13.697,24.265,18.143,2.223,4.8197,2.3021,0.86068,0.10456,44.494,62.747,54.359,24.761,61.368,21.974,38.901,46.134,37.502,18.513
4046857,14,405,358,0.20722,3625.0,9.3431,42.296,74.933,120.49,0.33156,65.521,226.71,96.598,77.142,8.9416,27.158,18.92,1.6747,32.549,13.861,24.59,18.581,2.2602,4.8561,2.3155,0.82043,0.099173,44.238,62.632,53.333,20.212,60.789,22.572,39.495,46.81,44.342,16.41
4046866,14,405,367,0.25704,3621.2,9.4386,42.257,74.268,120.62,0.34498,65.47,223.29,96.194,77.349,8.7511,26.753,18.852,1.6863,33.226,13.811,24.659,18.561,2.216,4.9203,2.2399,0.83961,0.11295,43.86,62.932,53.994,24.746,59.923,22.391,41.245,45.881,47.845,19.491
4046904,14,405,405,0.22729,3681.9,9.3264,42.307,75.815,120.69,0.34293,66.263,245.61,93.539,77.572,8.625,26.401,18.771,1.68,32.793,13.776,23.828,18.715,2.2642,4.838,2.2754,0.86285,0.11692,44.04,63.37,54.142,22.396,61.732,22.043,41.113,51.851,49.515,20.169
4046919,14,405,420,0.27181,3674.9,9.4076,42.413,74.845,120.69,0.32654,66.471,250.26,95.654,77.06,8.943,26.415,18.606,1.6641,33.141,13.62,24.446,18.864,2.3203,4.753,2.2532,0.83024,0.10081,43.664,62.791,54.009,26.786,61.884,22.419,38.833,52.568,49.002,17.48
4046922,14,405,423,0.26973,3680.7,9.4699,42.278,75.517,120.47,0.36183,66.389,250.8,92.721,77.36,8.8824,26.321,19.042,1.6618,33.009,13.794,24.213,18.653,2.2693,4.8375,2.3377,0.82534,0.090727,43.059,62.613,54.057,26.704,60.473,22.387,41.98,52.645,43.018,16.959
4046925,14,405,426,0.29209,3672.4,9.4082,42.215,74.834,120.05,0.3355,66.381,249.13,95.582,77.364,8.9215,26.552,18.767,1.6421,33.037,13.632,24.426,18.061,2.2402,4.8408,2.2522,0.81859,0.10507,42.529,63.302,53.464,28.819,62.434,22.927,40.041,52.648,31.789,19.663
4046940,14,405,441,0.28606,3644.8,9.3017,42.565,75.425,120.17,0.35198,66.212,241.95,93.171,76.761,8.8485,26.37,18.613,1.6699,32.77,13.809,23.866,18.425,2.2751,4.8119,2.2843,0.8055,0.10047,44.44,63.712,54.361,28.185,61.776,22.241,41.594,50.441,34.274,21.581
4046961,14,405,462,0.24172,3638.1,9.2263,42.31,74.954,120.55,0.32764,65.682,227.92,96.381,77.565,8.935,26.447,18.913,1.6575,33.154,14.002,23.983,18.749,2.2374,4.8449,2.3686,0.83226,0.089844,43.785,62.637,54.369,23.688,61.102,22.599,39.412,46.791,45.931,16.338
4046970,14,405,471,0.29651,3640.9,9.3041,42.184,75.862,120.72,0.34656,65.5,224.06,95.439,77.58,8.9546,26.106,18.628,1.6491,32.814,13.729,23.706,18.337,2.2424,4.7843,2.2836,0.84993,0.097563,43.068,63.104,53.483,29.387,61.252,22.403,41.633,46.193,50.585,19.326
4046993,14,405,494,0.26209,3621.6,9.3512,42.573,73.688,120.04,0.3621,65.658,225.26,93.531,77.6,8.9905,26.375,18.594,1.652,33.086,13.769,23.81,18.395,2.2916,4.8723,2.3248,0.82902,0.094777,44.206,62.747,54.036,25.648,60.348,21.806,43.101,46.851,30.305,19.411
4047261,15,405,262,0.29296,3712.1,9.3287,42.608,75.405,120.41,0.32222,65.782,229.09,94.434,77.582,8.942,26.018,18.781,1.6897,32.635,13.862,23.756,18.678,2.2761,4.8463,2.3109,0.83864,0.11469,43.568,63.537,53.802,29.129,62.813,22.183,37.958,47.727,41.687,19.005
4047285,15,405,286,0.23673,3678.4,9.3042,42.2,75.123,120.42,0.32132,65.946,237.31,94.495,77.938,8.9415,26.413,18.642,1.6617,32.651,13.748,23.811,18.633,2.252,4.8435,2.363,0.81428,0.10113,43.68,62.565,54.364,23.559,62.767,22.333,38.639,48.731,41.05,18.679
4047294,15,405,295,0.23452,3630.5,9.3462,42.051,75.466,120.4,0.34409,65.723,228.95,94.653,77.618,8.8303,26.689,18.932,1.6775,33.214,13.891,24.088,18.276,2.31,4.9274,2.2565,0.82897,0.08842,44.087,62.193,54.03,22.788,59.374,23.062,40.621,47.558,40.531,18.797
4047317,15,405,318,0.27456,3602.1,9.2946,42.598,75.33,120.4,0.34658,65.677,223.24,94.663,77.549,8.9815,26.259,18.609,1.6014,33.001,13.814,23.885,18.718,2.2659,4.7945,2.3309,0.83383,0.1038,42.219,63.07,54.518,26.901,64.882,21.655,40.493,45.936,40.552,19.56
4047322,15,405,323,0.23896,3615.8,9.3494,42.216,75.706,120.4,0.34748,65.497,221.78,94.669,77.4,8.8224,26.593,18.831,1.6648,32.624,13.89,23.852,18.675,2.2669,4.7941,2.2477,0.82974,0.10718,44.164,62.854,53.487,23.724,62.149,22.055,41.684,45.832,41.38,18.592
4047327,15,405,328,0.26316,3690.8,9.3655,42.418,76.276,120.43,0.323,65.468,222.33,94.381,77.463,8.9021,26.548,19.034,1.6386,32.626,13.836,23.803,18.334,2.2214,4.8052,2.3608,0.84352,0.10351,44.402,63.463,54.346,25.689,62.448,22.093,39.155,45.369,41.042,17.887
4047340,15,405,341,0.26752,3713.0,9.4556,42.346,74.831,120.42,0.33198,65.425,224.35,94.558,77.278,8.7383,26.328,18.683,1.6425,32.622,13.77,24.171,18.097,2.2471,4.8706,2.4357,0.84804,0.092786,42.856,63.09,53.579,26.147,61.552,22.442,39.428,46.158,41.421,17.434
4047342,15,405,343,0.18344,3677.2,9.3927,42.353,74.807,120.47,0.33118,65.555,226.22,94.321,77.891,8.9038,26.755,19.186,1.6426,32.889,13.69,24.245,18.586,2.281,4.8663,2.2059,0.84804,0.092786,42.856,64.009,54.487,17.891,61.478,22.776,39.371,46.481,42.429,16.612
4047347,15,405,348,0.25776,3660.1,9.531,42.214,75.579,120.38,0.33413,65.582,228.08,94.543,77.263,8.977,26.668,18.577,1.633,33.111,13.706,24.17,18.2,2.2252,4.8294,2.3071,0.8636,0.10444,44.487,62.733,54.274,25.191,61.447,22.103,39.073,47.082,40.986,18.505
4047357,15,405,358,0.20521,3626.1,9.3698,42.39,74.787,120.38,0.33293,65.649,231.85,94.599,77.207,8.9401,27.131,18.885,1.6734,32.655,13.865,24.541,18.523,2.2574,4.8506,2.3137,0.81628,0.098591,44.25,62.652,53.328,20.015,61.013,22.623,39.595,48.06,41.146,16.302
4047366,15,405,367,0.24991,3623.3,9.4671,42.34,74.155,120.39,0.34497,65.581,227.72,94.614,77.334,8.7432,26.771,18.779,1.6834,33.353,13.804,24.678,18.475,2.2137,4.9032,2.2326,0.83308,0.11238,43.877,62.968,54.052,24.045,60.154,22.512,41.143,46.911,40.906,19.405
4047404,15,405,405,0.23229,3681.1,9.3108,42.265,75.857,120.4,0.34309,66.207,242.37,94.664,77.548,8.6314,26.398,18.831,1.679,32.668,13.781,23.826,18.823,2.2663,4.8653,2.2883,0.86521,0.11706,44.033,63.358,54.116,22.888,61.611,21.856,41.224,51.079,41.138,20.219
4047419,15,405,420,0.28099,3672.9,9.3989,42.493,74.779,120.42,0.32749,66.552,248.55,94.346,76.976,8.9568,26.354,18.692,1.6643,33.074,13.643,24.378,18.964,2.3174,4.7446,2.2461,0.83635,0.10098,43.644,62.757,53.898,27.689,61.866,21.972,39.072,52.376,40.85,17.646
4047422,15,405,423,0.27805,3679.4,9.4759,42.205,75.424,120.38,0.36302,66.338,250.57,94.642,77.382,8.8898,26.244,19.12,1.6625,32.929,13.811,24.096,18.768,2.2723,4.881,2.3593,0.83236,0.090935,43.033,62.589,53.93,27.522,60.473,22.308,42.184,52.54,40.519,16.833
4047425,15,405,426,0.30105,3671.2,9.403,42.234,74.784,120.38,0.33736,66.381,249.32,94.55,77.631,8.9345,26.48,18.835,1.6425,33.01,13.657,24.336,18.176,2.2419,4.8349,2.2472,0.8235,0.10504,42.505,63.282,53.343,29.701,62.414,22.792,40.339,52.739,40.972,19.598
4047440,15,405,441,0.28549,3645.2,9.3072,42.517,75.431,120.37,0.35368,66.373,244.58,94.641,76.802,8.8469,26.327,18.598,1.6693,32.831,13.807,23.783,18.404,2.2744,4.8347,2.2968,0.80238,0.099927,44.444,63.719,54.323,28.129,61.771,22.392,41.738,51.235,40.14,21.69
4047461,15,405,462,0.23628,3638.8,9.2371,42.366,74.893,120.39,0.32804,65.69,228.03,94.679,77.795,8.9312,26.445,18.882,1.6558,33.211,13.995,23.971,18.688,2.2333,4.8509,2.3713,0.82664,0.089325,43.787,62.648,54.387,23.153,61.216,22.639,39.452,46.797,41.264,16.301
4047470,15,405,471,0.29215,3641.0,9.3189,42.218,75.778,120.38,0.34623,65.411,222.62,94.558,77.678,8.9532,26.12,18.601,1.6469,32.855,13.728,23.736,18.312,2.24,4.769,2.2749,0.8448,0.097077,43.069,63.108,53.506,28.959,61.381,22.416,41.594,45.76,40.606,19.24
4047493,15,405,494,0.26081,3622.0,9.3403,42.525,73.793,120.4,0.36091,65.533,221.67,94.528,77.46,8.984,26.41,18.584,1.6493,33.056,13.759,23.858,18.404,2.2908,4.8789,2.3281,0.83022,0.094843,44.195,62.753,54.039,25.522,60.243,21.889,42.934,45.946,40.619,19.529
4047761,16,405,262,0.28495,3715.6,9.3144,42.61,75.584,120.4,0.32057,66.933,259.8,94.401,77.501,8.927,26.091,18.665,1.6852,32.749,13.847,23.871,18.505,2.2699,4.8279,2.3063,0.82296,0.11334,43.637,63.597,53.965,28.341,62.718,22.451,37.636,47.85,41.765,18.991
4047785,16,405,286,0.24861,3674.1,9.2683,42.163,75.128,120.42,0.32305,64.883,196.45,94.612,77.853,8.9678,26.297,18.8,1.6659,32.491,13.777,23.665,18.849,2.2566,4.8701,2.3711,0.81615,0.10075,43.643,62.49,54.216,24.727,62.534,21.834,39.071,50.346,40.772,18.683
4047794,16,405,295,0.2471,3626.4,9.3684,42.067,75.204,120.4,0.34705,64.89,212.24,94.684,77.704,8.8466,26.547,19.079,1.6818,33.113,13.913,23.864,18.499,2.3173,4.9682,2.2744,0.84821,0.089809,44.018,62.122,53.786,24.025,59.523,22.674,41.125,47.023,40.44,18.724
4047817,16,405,318,0.26352,3605.1,9.3347,42.624,75.242,120.4,0.34653,66.307,242.58,94.625,77.515,8.9614,26.283,18.489,1.5991,33.191,13.791,23.895,18.561,2.2644,4.7915,2.3322,0.81788,0.10223,42.26,63.123,54.583,25.815,65.146,22.059,40.281,47.669,40.629,19.39
4047822,16,405,323,0.22404,3619.0,9.3729,42.237,75.729,120.4,0.34681,65.981,231.63,94.6,77.407,8.7999,26.664,18.696,1.6614,32.806,13.861,23.937,18.485,2.2627,4.7743,2.2391,0.80696,0.1051,44.216,62.909,53.619,22.256,62.301,22.445,41.417,47.78,41.555,18.626
4047827,16,405,328,0.24832,3694.5,9.376,42.409,76.358,120.43,0.32104,65.512,221.38,94.36,77.572,8.8814,26.636,18.898,1.6349,32.784,13.811,23.927,18.132,2.2159,4.7801,2.3501,0.82225,0.10174,44.448,63.527,54.505,24.23,62.516,22.513,38.775,47.218,41.119,17.838
4047840,16,405,341,0.26032,3713.4,9.4297,42.33,75.019,120.43,0.32987,65.587,233.03,94.539,77.354,8.7316,26.418,18.65,1.6401,32.593,13.755,24.315,18.033,2.2417,4.8522,2.4253,0.84425,0.092871,42.865,63.097,53.7,25.439,61.38,22.465,39.191,44.51,41.433,17.499
4047842,16,405,343,0.17803,3677.3,9.3605,42.337,75.009,120.46,0.32885,65.905,240.2,94.35,77.839,8.8966,26.835,19.172,1.6406,32.807,13.669,24.359,18.562,2.2787,4.88,2.2123,0.84425,0.092871,42.865,64.012,54.585,17.359,61.267,22.713,39.111,44.042,42.35,16.681
4047847,16,405,348,0.25728,3660.1,9.4848,42.188,75.802,120.38,0.33203,66.315,249.32,94.58,77.153,8.9776,26.724,18.594,1.6318,33.005,13.7,24.275,18.212,2.2223,4.825,2.3037,0.86537,0.10489,44.479,62.731,54.336,25.144,61.144,21.902,38.905,43.507,40.901,18.532
4047857,16,405,358,0.21484,3623.2,9.3209,42.354,74.923,120.38,0.33217,65.516,224.08,94.671,77.137,8.9539,27.107,18.996,1.6754,32.471,13.876,24.531,18.674,2.2591,4.8635,2.3161,0.81062,0.097601,44.244,62.601,53.25,20.961,60.693,22.213,39.694,46.753,40.939,16.41
4047866,16,405,367,0.26472,3618.8,9.4425,42.323,74.125,120.39,0.34635,65.371,221.41,94.665,77.366,8.7615,26.673,18.927,1.6876,33.181,13.823,24.544,18.692,2.2197,4.9379,2.2463,0.84379,0.11288,43.83,62.89,53.86,25.502,59.993,22.069,41.512,45.159,40.777,19.454
4047904,16,405,405,0.2191,3683.0,9.3568,42.281,75.721,120.4,0.34266,65.738,237.91,94.631,77.598,8.6167,26.435,18.712,1.6781,32.873,13.766,23.864,18.651,2.264,4.8359,2.2736,0.84975,0.11567,44.056,63.39,54.188,21.59,61.913,22.274,41.006,50.379,41.206,20.102
4047919,16,405,420,0.26568,3676.7,9.4031,42.465,74.891,120.42,0.32457,67.013,271.17,94.367,77.027,8.9344,26.479,18.555,1.6614,33.155,13.608,24.546,18.772,2.3145,4.7422,2.2477,0.8285,0.10092,43.663,62.822,54.086,26.183,61.893,22.399,38.582,46.89,40.848,17.449
4047922,16,405,423,0.26537,3681.9,9.4571,42.206,75.645,120.38,0.36036,66.957,257.64,94.568,77.32,8.8765,26.38,19.012,1.6596,32.99,13.786,24.308,18.605,2.2661,4.8343,2.3353,0.81534,0.089837,43.074,62.632,54.122,26.276,60.347,22.5,41.781,47.925,40.566,17.014
4047925,16,405,426,0.2889,3673.1,9.3715,42.214,75.037,120.37,0.33394,66.492,245.48,94.601,77.304,8.9171,26.604,18.748,1.6402,33.001,13.627,24.513,18.041,2.239,4.8423,2.2519,0.8083,0.10404,42.542,63.314,53.519,28.506,62.207,22.896,39.874,48.47,40.843,19.725
4047940,16,405,441,0.29091,3643.7,9.3042,42.493,75.395,120.38,0.35124,64.659,196.08,94.708,76.762,8.853,26.38,18.666,1.6694,32.67,13.812,23.878,18.483,2.2728,4.8182,2.2856,0.82015,0.1019,44.395,63.694,54.305,28.663,61.753,22.247,41.559,48.56,39.975,21.599
4047961,16,405,462,0.23808,3641.3,9.2601,42.406,74.849,120.39,0.32543,65.443,227.57,94.643,77.568,8.9196,26.539,18.831,1.652,33.209,13.986,24.1,18.615,2.2288,4.8256,2.3633,0.8481,0.091746,43.782,62.692,54.453,23.33,61.367,22.799,39.031,46.132,41.305,16.317
4047970,16,405,471,0.28982,3644.3,9.3215,42.239,75.859,120.38,0.34398,65.132,212.55,94.513,77.506,8.9411,26.229,18.519,1.6422,32.883,13.714,23.886,18.19,2.2344,4.7507,2.2709,0.84929,0.097882,43.108,63.163,53.659,28.73,61.397,22.661,41.196,48.368,40.735,19.349
4047993,16,405,494,0.26735,3621.3,9.2855,42.489,74.004,120.39,0.36137,66.371,244.79,94.564,77.554,9.004,26.4,18.633,1.6486,32.978,13.785,23.88,18.453,2.2878,4.8627,2.3204,0.82696,0.094539,44.238,62.74,54.11,26.166,59.883,21.699,43.1,47.857,40.515,19.474
4048261,17,405,262,0.21207,3639.7,9.2187,42.499,75.591,119.92,0.32189,65.486,230.23,94.394,76.515,8.8601,26.749,18.091,1.6539,33.201,13.785,24.294,17.939,2.2658,4.743,2.3188,0.81675,0.096409,43.513,63.512,53.952,20.968,62.721,23.47,37.696,46.856,40.166,18.612
4048285,17,405,286,0.29311,3690.9,9.1836,42.59,74.612,120.42,0.31338,66.011,224.06,81.516,77.496,9.0847,26.324,18.617,1.6456,32.513,13.866,24.103,19.181,2.3064,4.8693,2.3226,0.85809,0.097631,44.066,63.81,54.127,28.657,62.22,20.835,38.11,46.819,47.775,19.084
4048294,17,405,295,0.30815,3625.6,9.2901,42.44,75.173,120.36,0.31272,65.727,234.76,94.186,76.92,9.0126,26.252,19.118,1.717,32.48,13.831,23.552,19.761,2.2612,4.8452,2.2587,0.85627,0.11695,44.438,62.53,53.233,30.477,59.47,21.155,38.6,48.196,41.555,20.397
4048317,17,405,318,0.22577,3679.3,9.4361,42.419,75.275,120.6,0.35796,67.063,255.18,83.283,77.366,8.9338,25.697,18.468,1.6763,33.383,13.816,23.105,18.894,2.3051,5.0315,2.3321,0.86003,0.084641,43.154,63.548,53.429,22.372,61.715,21.891,42.885,55.4,50.521,18.99
4048322,17,405,323,0.26813,3646.4,9.3758,42.473,74.715,119.93,0.35448,67.224,264.01,94.41,77.069,8.9564,25.535,18.873,1.6707,33.413,13.972,23.171,18.486,2.2672,5.0009,2.3589,0.82725,0.092004,44.245,61.937,52.79,26.7,59.884,22.475,42.061,56.425,40.393,20.021
4048327,17,405,328,0.21613,3652.0,9.5078,43.141,74.7,120.28,0.368,66.846,264.28,94.37,77.182,8.8198,25.738,18.363,1.6584,33.839,13.752,22.953,18.43,2.2583,4.8105,2.262,0.80173,0.11543,43.058,63.021,53.709,21.544,60.902,22.85,43.064,56.716,41.205,18.531
4048340,17,405,341,0.2245,3664.1,9.4041,42.324,74.665,120.43,0.33157,66.733,254.18,93.672,77.442,8.747,25.952,18.221,1.6806,33.389,13.755,23.159,18.447,2.3436,4.876,2.252,0.80357,0.083664,44.121,62.98,53.295,21.642,60.448,22.713,39.224,53.757,42.086,17.489
4048342,17,405,343,0.18793,3673.8,9.4539,42.554,75.097,120.41,0.33427,66.717,252.92,93.509,77.309,8.9787,26.147,18.55,1.6779,33.438,13.723,23.766,17.995,2.2616,4.8339,2.3864,0.80357,0.083664,44.121,63.148,54.592,18.763,60.256,22.366,39.397,53.547,41.833,16.507
4048347,17,405,348,0.19624,3703.0,9.3114,42.663,75.228,120.44,0.34671,66.546,248.78,92.744,77.351,8.8839,26.05,18.616,1.6689,33.486,13.787,23.235,18.515,2.2505,4.974,2.3878,0.81362,0.093816,43.414,62.895,53.863,19.097,63.502,22.301,41.311,52.364,42.077,19.618
4048357,17,405,358,0.22731,3677.1,9.2034,42.408,74.813,120.45,0.31729,66.298,238.33,90.767,77.305,8.9049,26.65,18.64,1.6834,33.154,13.918,23.955,18.72,2.2659,4.8337,2.2932,0.811,0.10914,43.884,63.581,54.533,22.035,62.27,21.709,38.44,50.018,44.592,19.285
4048366,17,405,367,0.26942,3715.4,9.1878,42.316,74.852,120.47,0.34346,66.026,231.16,88.109,77.478,8.8157,26.334,19.399,1.6916,32.704,13.904,24.192,18.928,2.3124,4.8342,2.3152,0.8424,0.09754,43.752,63.18,53.797,26.676,62.04,21.407,40.86,47.989,46.208,17.643
4048404,17,405,405,0.21973,3700.2,9.4676,42.7,74.794,120.5,0.34838,66.04,237.36,90.261,77.62,8.9262,26.347,18.824,1.6858,32.934,13.771,23.727,18.633,2.2698,4.8471,2.3109,0.86174,0.10075,42.823,63.598,53.812,21.644,59.176,22.164,41.49,49.285,45.181,17.263
4048419,17,405,420,0.23097,3691.9,9.4296,42.441,74.899,119.96,0.33632,66.335,242.96,93.929,76.742,8.9688,26.2,18.224,1.6681,33.381,13.739,24.152,18.66,2.2947,4.8544,2.2659,0.81214,0.091241,43.336,63.232,54.362,22.676,61.983,23.296,39.542,50.892,40.456,18.49
4048422,17,405,423,0.22562,3691.1,9.4371,42.353,75.491,120.18,0.35852,65.756,242.94,94.403,77.021,8.898,26.144,18.773,1.6643,33.391,13.69,24.393,18.403,2.2703,4.7951,2.3184,0.79792,0.086645,42.813,62.888,53.965,22.339,61.324,23.498,41.559,49.849,40.803,16.23
4048425,17,405,426,0.2712,3668.9,9.4169,42.263,75.094,120.29,0.32769,65.704,238.16,93.942,77.488,8.7765,26.688,18.628,1.6118,33.757,13.588,24.0,17.938,2.221,4.7237,2.2002,0.78675,0.10059,42.476,63.228,53.704,26.768,62.268,23.515,38.894,49.167,41.152,20.405
4048440,17,405,441,0.27089,3606.7,9.2436,42.37,75.35,120.51,0.34803,65.509,218.76,89.465,77.384,8.8457,26.271,18.424,1.6821,32.433,13.778,24.142,18.688,2.2722,4.847,2.3281,0.82719,0.099757,44.526,62.423,54.466,26.741,61.205,22.044,41.593,44.778,44.78,22.001
4048461,17,405,462,0.24228,3640.7,9.2513,42.469,74.523,120.37,0.31621,64.614,207.4,94.3,77.23,8.8163,26.595,19.225,1.6572,32.508,13.956,24.487,19.081,2.2273,4.7174,2.3478,0.83767,0.097459,43.813,62.43,54.055,23.885,61.778,22.62,38.435,41.527,41.429,15.707
4048470,17,405,471,0.27956,3597.1,9.409,42.527,75.151,120.45,0.31885,64.69,206.66,92.891,77.202,8.7488,26.711,19.077,1.6084,32.824,13.755,23.905,18.522,2.2405,4.7511,2.1929,0.8725,0.11226,43.252,62.083,54.564,27.292,59.21,22.317,38.188,42.052,42.425,19.066
4048493,17,405,494,0.26335,3667.6,9.3104,42.113,74.635,120.56,0.32759,65.801,225.53,82.164,77.269,8.8044,26.764,18.076,1.6478,32.829,13.833,24.193,18.31,2.2785,4.9062,2.3099,0.82162,0.096096,43.809,62.547,54.283,25.914,61.022,21.694,39.017,46.83,52.596,17.477
4048761,18,405,262,0.50105,3635.3,9.3695,42.165,73.145,120.44,0.33045,68.015,289.68,94.292,71.487,8.9963,25.159,20.722,1.6844,31.427,14.17,21.911,20.935,2.3155,5.1048,2.4231,1.1295,0.1233,42.776,63.206,51.475,49.344,59.504,19.179,40.27,66.528,41.529,23.776
4048785,18,405,286,0.19582,3703.7,9.9594,43.003,72.5,120.43,0.36726,71.095,397.6,93.708,76.207,8.8908,25.586,18.446,1.6292,35.078,14.008,21.664,18.004,2.3307,4.8307,2.2659,0.75419,0.08197,43.764,63.889,53.618,18.993,66.056,25.055,42.242,97.259,43.241,18.087
4048794,18,405,295,0.10756,3654.5,9.9865,42.53,74.022,120.39,0.33794,70.957,395.86,93.654,74.558,8.7054,26.583,17.689,1.6496,36.038,13.739,23.566,16.968,2.2985,4.6949,2.2701,0.69142,0.072467,43.661,63.449,54.753,10.286,64.828,27.473,38.278,96.197,43.198,19.805
4048817,18,405,318,0.17743,3630.4,8.304,41.58,81.042,120.34,0.32692,70.433,270.59,95.233,65.506,9.0601,26.577,18.172,1.6052,32.693,13.759,24.883,18.186,2.2408,5.0291,2.3893,0.65081,0.10779,42.771,62.915,56.176,17.67,56.959,21.242,39.197,63.512,38.945,25.699
4048822,18,405,323,0.27207,3580.2,8.6311,41.359,78.154,120.4,0.351,66.338,259.33,96.192,76.326,9.3068,25.929,19.726,1.6629,31.896,14.197,24.515,19.436,2.2023,4.2777,2.0029,0.68084,0.098692,44.436,62.301,53.361,27.231,55.796,18.419,43.836,53.723,37.811,19.244
4048827,18,405,328,0.30231,3591.9,8.9024,42.698,75.853,120.4,0.36952,66.504,225.28,96.054,75.137,9.4023,25.067,20.538,1.6749,30.643,14.148,22.818,20.741,2.2783,5.0558,2.3574,0.78712,0.10205,43.672,61.986,52.69,30.021,56.958,15.44,46.627,46.929,37.54,20.79
4048840,18,405,341,0.44696,3598.7,9.8429,42.523,72.216,120.43,0.37536,66.24,244.47,94.753,74.923,8.9241,24.682,20.239,1.7298,31.286,14.052,21.266,21.522,2.4157,5.2394,2.3194,1.0101,0.094617,43.427,61.458,51.011,43.597,60.873,17.302,46.482,51.938,40.907,19.56
4048842,18,405,343,0.3749,3624.5,9.7862,42.885,72.18,120.44,0.36979,66.659,255.25,94.576,75.098,8.9735,25.102,20.181,1.7147,31.849,14.024,21.607,20.57,2.3583,5.0963,2.4613,1.0101,0.094617,43.427,63.143,51.34,36.857,61.54,18.508,45.145,55.209,41.821,17.897
4048847,18,405,348,0.32979,3684.5,9.7867,42.938,72.508,120.4,0.37779,67.607,283.05,93.986,73.846,8.8988,24.99,19.358,1.7073,33.208,13.917,21.459,20.115,2.3208,5.2172,2.5018,0.96393,0.099881,42.783,63.066,51.646,32.128,66.367,20.807,45.083,62.554,41.442,19.339
4048857,18,405,358,0.17971,3695.3,9.5961,42.429,73.196,120.39,0.3595,69.382,305.47,93.66,70.367,8.8182,25.761,18.338,1.6923,34.318,13.771,23.198,17.732,2.2933,5.0141,2.3291,0.80603,0.10197,43.638,64.081,53.916,17.711,64.16,24.998,41.806,71.296,42.677,22.489
4048866,18,405,367,0.12486,3680.5,9.196,42.573,76.551,120.25,0.34494,69.258,294.95,95.344,70.009,8.8469,26.586,18.134,1.6502,34.505,13.772,24.121,17.769,2.2707,5.0874,2.4393,0.68002,0.089237,43.642,63.703,54.83,11.795,60.019,22.263,39.374,66.786,38.692,23.416
4048904,18,405,405,0.23211,3675.4,8.7475,42.657,78.232,120.26,0.30383,65.212,185.82,95.886,68.98,8.8626,27.414,18.599,1.6225,31.837,13.63,25.493,17.982,2.2104,5.0509,2.3786,0.79304,0.090643,44.52,62.828,55.168,22.762,53.975,19.876,36.306,37.298,37.391,22.635
4048919,18,405,420,0.36895,3657.8,9.4825,42.514,73.743,120.43,0.31725,62.493,160.51,94.725,75.935,8.9669,26.502,19.854,1.6361,31.551,13.845,24.544,19.588,2.2237,4.7407,2.1967,1.0046,0.10546,43.652,63.028,52.935,36.196,61.927,19.447,38.855,30.041,41.467,19.612
4048922,18,405,423,0.39282,3626.1,9.442,42.899,73.607,120.42,0.35248,62.78,184.81,94.813,76.133,8.8568,26.433,19.641,1.6478,31.576,13.905,24.259,19.853,2.2934,4.8349,2.2758,1.0221,0.10144,42.563,61.857,53.085,38.844,63.755,19.755,42.637,35.794,40.913,18.797
